Abstract ID,Presentation day,Poster number,Poster title,Primary,Secondary
3734,Thursday,Th791,Comparing lesion induced topographic simulated connectivity change maps for groups and individuals,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
3738,Thursday,Th792,Robust Segmentation of Corpus Callosum in Multi-Scanner Pediatric T1-w MRI Using Transfer Learning,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
3751,Thursday,Th793,Reduced Commissural Fiber Tract Integrity in Mindfulness-Based Stress Reduction Experts,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
3935,Thursday,Th794,Subtracts of the arcuate fasciculus mediate conceptually driven generation and repetition of speech,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4270,Thursday,Th795,The medial occipital longitudinal tract (MOLT): A novel pathway for visual spatial learning,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4314,Thursday,Th796,"Estimating the fraction of unmyelinated axons by combining the g-ratio model, MRI, and histology",Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4407,Thursday,Th797,Global and local disruptions of structural network topology in chronic stroke patients,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4481,Thursday,Th798,Deterministic and probabilistic tractography of the arcuate and superior longitudinal fasciculi,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4486,Thursday,Th799,Sexual dimorphism without group differences in ASD and typically developing subjects,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4535,Thursday,Th800,Ageing and NODDI-weighted structural brain networks in UK Biobank,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4604,Thursday,Th801,Longitudinal and vertical fibre systems in the human temporal lobe revealed by tractography,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4613,Thursday,Th802,Structural and functional brain rewiring in children born without corpus callosum: myth or reality?,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4740,Thursday,Th803,Tract-based Hypervoxels,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4746,Thursday,Th804,Using Simulation to Estimate Damage to White Matter Tracts with High Reliability,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
4963,Thursday,Th805,Convergence and variability of tractography-derived structural connectomes in the HCP dataset,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity"
1106,Thursday,Th806,Prediction of Own Body Perception in Gender-Dysphoria (Transgender),Social Neuroscience,Self Processes
1779,Thursday,Th807,Belief updating about the self and others in a social context,Social Neuroscience,Self Processes
2036,Thursday,Th808,The effect of perspectives and delayed visual feedback on full body illusion,Social Neuroscience,Self Processes
2089,Thursday,Th809,An fMRI investigation of the multifaceted sense of self and its link with psychosis-relevant traits,Social Neuroscience,Self Processes
2310,Thursday,Th810,Cross sex hormones reverse cerebral signatures of gender dysphoria to the baseline of cis-controls,Social Neuroscience,Self Processes
2716,Thursday,Th811,Neural signs of personal identity and friendship in the lifetime.,Social Neuroscience,Self Processes
3203,Thursday,Th812,Functional Connectivity to Self-Relevant Social Feedback Relates to Internalizing Symptoms in Youth,Social Neuroscience,Self Processes
3468,Thursday,Th813,FMRI shows different processing of self-body image in transgender vs. cisgender individuals,Social Neuroscience,Self Processes
3872,Thursday,Th814,Self-reference effect in memory: the role of encoding and retrieval stages,Social Neuroscience,Self Processes
3888,Thursday,Th815,Modulating Effects of Body Dissatisfaction and Person Perspective in Social Comparison.,Social Neuroscience,Self Processes
4650,Thursday,Th816,Self-Referential Neural Processing is Associated with Social Anxiety Symptoms in Adolescent Girls,Social Neuroscience,Self Processes
4774,Thursday,Th817,Memory control induced neural pattern changes in the representation of positive and negative self,Social Neuroscience,Self Processes
4795,Thursday,Th818,Revealing the neural trace of shame and guilt: a functional voxel-based meta-analysis,Social Neuroscience,Self Processes
5097,Thursday,Th819,Loneliness and social distance shape the neural representation of social targets,Social Neuroscience,Self Processes
1212,Thursday,Th820,Oxytocin Amplifies the Influence of Good Intentions on Moral Judgments,Social Neuroscience,Social Cognition
1221,Thursday,Th821,Effects of local placebo analgesia on somatosensory responses during first-hand and empathy for pain,Social Neuroscience,Social Cognition
1237,Thursday,Th822,Dynamics of occipitotemporal responses to face onset and change: an iEEG study in humans,Social Neuroscience,Social Cognition
1330,Thursday,Th823,Differential patterns of neural activity to various types of third party encounters - an fMRI study.,Social Neuroscience,Social Cognition
1479,Thursday,Th824,Functional connectivity patterns of trait empathy are associated with individual characteristics,Social Neuroscience,Social Cognition
1620,Thursday,Th825,The role of egocentric and allocentric perspectives in neural correlates of vicarious embarrassment,Social Neuroscience,Social Cognition
1746,Thursday,Th826,Neural and behavioral signature of human social perception,Social Neuroscience,Social Cognition
1767,Thursday,Th827,Effects of local placebo analgesia on picture-based pain empathy,Social Neuroscience,Social Cognition
1942,Thursday,Th828,"10,000 social brains: Charting sexual dimorphism in the UK Biobank",Social Neuroscience,Social Cognition
1943,Thursday,Th829,Increasing the difference in decision making for oneself and for others by stimulating the rTPJ,Social Neuroscience,Social Cognition
2080,Thursday,Th830,Experience to take anotherâ€™s perspective enhance the right parieto-frontal activation,Social Neuroscience,Social Cognition
2147,Thursday,Th831,How Ethnicity and Team-Membership Affect Face Processing: A Cultural Neuroscience Perspective,Social Neuroscience,Social Cognition
2180,Thursday,Th832,Pain-specific and domain-general mechanisms of placebo effects on pain empathy,Social Neuroscience,Social Cognition
2344,Thursday,Th833,Individual Differences in Empathy Reflected in Brainâ€™s Intrinsic and Functional Network Dynamics,Social Neuroscience,Social Cognition
2519,Thursday,Th834,Magnetoencephalography reveals distinct neural processes of same-race and other-race pain expression,Social Neuroscience,Social Cognition
2608,Thursday,Th835,Social evidence accumulation in medial frontal cortex,Social Neuroscience,Social Cognition
2629,Thursday,Th836,The role of the endogenous opioid system in emotion identification,Social Neuroscience,Social Cognition
2704,Thursday,Th837,The Power of Smiling: The Adult Brain Networks Underlying Learned Infant Temperament,Social Neuroscience,Social Cognition
2728,Thursday,Th838,Similarities and differences in the neural processing of emotions from real and virtual faces,Social Neuroscience,Social Cognition
2911,Thursday,Th839,Changes in functional network organization of the brain during the observation of social touch,Social Neuroscience,Social Cognition
3125,Thursday,Th840,The Effect of Oxytocin on Reinforcement Learning for Self and Other,Social Neuroscience,Social Cognition
3344,Thursday,Th841,Neural dynamics of racial categorization of faces,Social Neuroscience,Social Cognition
3356,Thursday,Th842,Different mindsets influence the neural correlates associated with social rejection,Social Neuroscience,Social Cognition
3614,Thursday,Th843,Mapping the cytoarchitectonic basis of socio-emotional and cognitive processing in the insula,Social Neuroscience,Social Cognition
3637,Thursday,Th844,How different motives interact in the human brain,Social Neuroscience,Social Cognition
3640,Thursday,Th845,Working with children influences recognition of mental states of youngster in childless adults,Social Neuroscience,Social Cognition
3685,Thursday,Th846,Brain activation for Theory of Mind and connectivity-parcellations of the Temporo-Parietal Junction,Social Neuroscience,Social Cognition
3704,Thursday,Th847,Different Neural Network of Racial in-group and out-group in Empathy for Pain,Social Neuroscience,Social Cognition
3803,Thursday,Th848,I feel you (not): Empathy correlates with intersubject correlation when viewing HIV patient stories,Social Neuroscience,Social Cognition
3905,Thursday,Th849,Neural representation of social expectations during interpersonal decisions.,Social Neuroscience,Social Cognition
3955,Thursday,Th850,Implicit brain response to social and affective words in a novel socio-emotional-Stroop task,Social Neuroscience,Social Cognition
4284,Thursday,Th851,Brain Networks Associated with Neuroticism in Traumatic Brain Injury and Role of Social Network Size,Social Neuroscience,Social Cognition
4335,Thursday,Th852,Brain representations of social knowledge during mental simulation,Social Neuroscience,Social Cognition
4820,Thursday,Th853,My friend and me in space: an fMRI study,Social Neuroscience,Social Cognition
5030,Thursday,Th854,Difference in Perspective Taking Depending on Personalities and Its Application,Social Neuroscience,Social Cognition
1060,Thursday,Th855,Connectome-based model predicts individual differences in propensity to trust,Social Neuroscience,Social Interaction
1129,Thursday,Th856,Betrayal or engagement: EEG time indices of cooperation at the prisonerâ€™s dilemma,Social Neuroscience,Social Interaction
1199,Thursday,Th857,Resting state connectivity patterns related with attachment traits,Social Neuroscience,Social Interaction
1439,Thursday,Th858,Neural basis for social influence on numerical cognition modulated by observing others,Social Neuroscience,Social Interaction
1624,Thursday,Th859,Brain activity during reciprocal social interaction investigated using conversational robots,Social Neuroscience,Social Interaction
1853,Thursday,Th860,Social inclusion in borderline personality disorder and non-suicidal self-injury,Social Neuroscience,Social Interaction
2157,Thursday,Th861,EEG hyperscanning during cooperative and competitive tasks,Social Neuroscience,Social Interaction
2194,Thursday,Th862,The effect of visual perspective on a better understanding of difficulties in hemiplegic movements,Social Neuroscience,Social Interaction
2232,Thursday,Th863,Classification between NSSI adolescents and controls during a simulated social interaction,Social Neuroscience,Social Interaction
2235,Thursday,Th864,Frontoparietal network activity during social navigation choices,Social Neuroscience,Social Interaction
2451,Thursday,Th865,The role of the anterior insular cortex in joint attention-related identification with the partner,Social Neuroscience,Social Interaction
2477,Thursday,Th866,Brain-to-brain Coupling during the Emergence of Social Communication System Based on Novel Symbol,Social Neuroscience,Social Interaction
2478,Thursday,Th867,Shared and Distinct Neural Correlates of Being Imitated and Imitating: A Hyper-scanning fMRI Study,Social Neuroscience,Social Interaction
2505,Thursday,Th868,Neural networks during a shared book reading in young children: A MEG study.,Social Neuroscience,Social Interaction
2757,Thursday,Th869,It still hurts â€“ how childhood maltreatment hampers social distance and affective touch in adulthood,Social Neuroscience,Social Interaction
2777,Thursday,Th870,Event-Related Potentials during fair and unfair social interactions in Depression/Social Anxiety,Social Neuroscience,Social Interaction
3443,Thursday,Th871,Neural substrates of sharing preference between interactive two persons: a hyperscanning fMRI study,Social Neuroscience,Social Interaction
3448,Thursday,Th872,Distinctive neural coupling in various interaction types: A hyperscanning study of the Pattern Game.,Social Neuroscience,Social Interaction
3503,Thursday,Th873,Relationship between prosocial behavior and myelination level in right DLPFC,Social Neuroscience,Social Interaction
3517,Thursday,Th874,Neurofunctional evidence on the predictive nature of human interactions,Social Neuroscience,Social Interaction
3521,Thursday,Th875,Processing of negatively connotated social interactions by the mirror and mentalizing brain systems,Social Neuroscience,Social Interaction
3582,Thursday,Th876,Investigating Neurophysiological Correlates of Joint Action,Social Neuroscience,Social Interaction
4001,Thursday,Th877,Cortical synchronization between mother and infant during breastfeeding in infants at risk for ASD,Social Neuroscience,Social Interaction
4360,Thursday,Th878,Two-person Neuroscience: Multiple-brain Connectivity during Compassion and Altruistic Punishment,Social Neuroscience,Social Interaction
4389,Thursday,Th879,Imaging Aggression Using a Naturalistic Output,Social Neuroscience,Social Interaction
4492,Thursday,Th880,"Brain concordance supports patient/clinician alliance, facial mirroring, and placebo analgesia",Social Neuroscience,Social Interaction
4681,Thursday,Th881,Neural correlates of costly helping behavior in the general population and Mirror Touch Synesthesia,Social Neuroscience,Social Interaction
4768,Thursday,Th882,Neural Underpinning of Global Orientations: Ethnic Protection Relates Default Mode Network Activity,Social Neuroscience,Social Interaction
4797,Thursday,Th883,Contribution of mentalizing brain areas to successful communication.,Social Neuroscience,Social Interaction
4931,Thursday,Th884,Finding the neural correlates of collaborative improvisation using 3-person fMRI hyperscanning,Social Neuroscience,Social Interaction
5060,Thursday,Th885,Cerebral Responses to Social Contingency during Live Interactions: High-Risk vs. Low-Risk Infants,Social Neuroscience,Social Interaction
5084,Thursday,Th886,Fairness is Associated with Increased Connectivity between the Executive Control Network and MPFC,Social Neuroscience,Social Interaction
1355,Thursday,Th887,ANPS traits predict the TPJ activity when making decisions for unfair offers under acute stress,Social Neuroscience,Social Neuroscience Other
1398,Thursday,Th888,"Perceived control drives self-related outcome valuation, emotion, and behavioral preferences",Social Neuroscience,Social Neuroscience Other
2071,Thursday,Th889,The Regulation of Mindfulness Training on Empathy: Behavioral and ERP Evidences,Social Neuroscience,Social Neuroscience Other
2171,Thursday,Th890,Neurofunctional characterization of early prefrontal processes endorsing interpersonal guilt,Social Neuroscience,Social Neuroscience Other
2234,Thursday,Th891,"How contextual information influence the recognition of facial expressions of pain, an fMRI study",Social Neuroscience,Social Neuroscience Other
2465,Thursday,Th892,Linking brain networks and social networks: connectomic correlates of empathy and closeness,Social Neuroscience,Social Neuroscience Other
2521,Thursday,Th893,Mechanisms involved in outgroup attitudes to humanoid robot,Social Neuroscience,Social Neuroscience Other
2967,Thursday,Th894,Differential neural activation to explicit and implicit moral processing,Social Neuroscience,Social Neuroscience Other
3210,Thursday,Th895,"Latent dimensions of affect, intelligence, and health relate to local grey- and white-matter density",Social Neuroscience,Social Neuroscience Other
3283,Thursday,Th896,Social preference associated with the GABA level in the right DLPFC but not in the left DLPFC,Social Neuroscience,Social Neuroscience Other
3451,Thursday,Th897,Brain structure links trait conscientiousness to academic performance,Social Neuroscience,Social Neuroscience Other
3785,Thursday,Th898,High performance athletes in combat sports: understanding the neural bases of aggression,Social Neuroscience,Social Neuroscience Other
4266,Thursday,Th899,Differential brain activation in polygamous and monogamous men during a partner-preference paradigm,Social Neuroscience,Social Neuroscience Other
4341,Thursday,Th900,Decreased inhibition and conflict monitoring activations in male batterers during a stroop task,Social Neuroscience,Social Neuroscience Other
4406,Thursday,Th901,Emotion Regulation and Intimate Partner Violence,Social Neuroscience,Social Neuroscience Other
4696,Thursday,Th902,Neural response patterns to experienced and empathic pain and links to altruism,Social Neuroscience,Social Neuroscience Other
4947,Thursday,Th903,Neural Correlates of Pragmatic and Semantic Processing: fMRI study,Social Neuroscience,Social Neuroscience Other
5011,Thursday,Th904,Neurophysiological Signatures for Imitation-Induced Social Buffering of Stress,Social Neuroscience,Social Neuroscience Other
5103,Thursday,Th905,Does personality affect presence in VR? : Psychological and physiological evidence,Social Neuroscience,Social Neuroscience Other
1703,Tuesday,T001,Use of a Riemannian-geometry-based classifier to diagnose PTSD with resting-state EEG data,Disorders of the Nervous System,Anxiety Disorders
1998,Tuesday,T002,Altered functional connectivity with the hippocampus and cingulate in post-traumatic stress disorder,Disorders of the Nervous System,Anxiety Disorders
2078,Tuesday,T003,Increased Gray Matter Covariation in a Frontoparietal Network in Pediatric Social Anxiety Disorder,Disorders of the Nervous System,Anxiety Disorders
2289,Tuesday,T004,Accelerated epigenetic aging as a predictor of vulnerability to depression,Disorders of the Nervous System,Anxiety Disorders
2694,Tuesday,T005,Neural correlates of NOS1-ex1f-VNTR allelic variation in panic disorder and agoraphobia,Disorders of the Nervous System,Anxiety Disorders
2892,Tuesday,T006,Neural predictors for maladaptive stress coping,Disorders of the Nervous System,Anxiety Disorders
2927,Tuesday,T007,Adolescent brain development modulates corpus callosumÂ aberrance in social anxiety disorder,Disorders of the Nervous System,Anxiety Disorders
3019,Tuesday,T008,Trait Anxiety Associated with Differences in BOLD Activation during Fear Generalization Task,Disorders of the Nervous System,Anxiety Disorders
3061,Tuesday,T009,The predictive value of neural reward processing in exposure therapy outcome,Disorders of the Nervous System,Anxiety Disorders
3299,Tuesday,T010,The emotion regulatory network associates differently with different PTSD symptom clusters,Disorders of the Nervous System,Anxiety Disorders
3895,Tuesday,T011,Cortico-subcortical functional connectivity in states of sustained anxiety in humans,Disorders of the Nervous System,Anxiety Disorders
4104,Tuesday,T012,Anxiolytic effects of a prebiotic in healthy females is associated with elevated brain GABA levels,Disorders of the Nervous System,Anxiety Disorders
4431,Tuesday,T013,Amygdala-targeted Neurofeedback Intervention for Post-Traumatic Stress Disorder,Disorders of the Nervous System,Anxiety Disorders
4728,Tuesday,T014,Representation of Threat Anticipation and Behavior in a Human Approach/Avoidance Conflict Test,Disorders of the Nervous System,Anxiety Disorders
4787,Tuesday,T015,Trait anxiety in glaucoma predicts greater gray matter volume in the parahippocampal gyrus.,Disorders of the Nervous System,Anxiety Disorders
1083,Tuesday,T016,Bariatric surgery induces sustained neuroplasticity of abnormal brain structures in obese patients,Disorders of the Nervous System,Eating Disorders
1089,Tuesday,T017,Altered functional network connectivity of resting-state networks in obese subjects,Disorders of the Nervous System,Eating Disorders
1289,Tuesday,T018,Reward and Anxiety Network Activity Predicts Psychometrics in Anorexia Nervosa and Anxious Controls,Disorders of the Nervous System,Eating Disorders
1722,Tuesday,T019,Hungry brains: A meta-analytical review of brain activation imaging studies on food perception,Disorders of the Nervous System,Eating Disorders
2578,Tuesday,T020,Neural correlates of probabilistic reversal learning in anorexia nervosa,Disorders of the Nervous System,Eating Disorders
2922,Tuesday,T021,Decoding satiation: machine learning on fasted and fed resting state data,Disorders of the Nervous System,Eating Disorders
2975,Tuesday,T022,Altered global brain network topology as a trait marker in patients with anorexia nervosa,Disorders of the Nervous System,Eating Disorders
3595,Tuesday,T023,Behavioural and neural evidence that High ADHD symptoms are linked to enhanced food reward,Disorders of the Nervous System,Eating Disorders
3850,Tuesday,T024,A longitudinal fMRI study of delay discounting during weight restoration therapy in anorexia nervosa,Disorders of the Nervous System,Eating Disorders
3890,Tuesday,T025,Increased prefrontal activity and sustained effects of emotion regulation in anorexia nervosa,Disorders of the Nervous System,Eating Disorders
4107,Tuesday,T026,Age influences structural brain restoration during weight gain therapy in anorexia nervosa,Disorders of the Nervous System,Eating Disorders
4479,Tuesday,T027,Oxytocin effects on resting brain perfusion in females with/without bulimia-binge eating disorder,Disorders of the Nervous System,Eating Disorders
1147,Tuesday,T028,Longterm impact of prenatal exposure to chemotherapy on attentional neurodevelopment: an ERP study,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
1318,Tuesday,T029,"Racial diversity in studies included in imaging meta-analyses of type 2 diabetes, obesity and stroke",Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
1925,Tuesday,T030,White matter integrity contributes to cognitive heterogeneity in type 2 diabetes patients,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
2195,Tuesday,T031,Predicting cognitive deficits after surgical resection of diffuse low-grade gliomas,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
2359,Tuesday,T032,Task load dependent hyperdeactivation of the default mode network after treatment for breast cancer,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
2411,Tuesday,T033,CBF and BOLD Responses in Pediatric Patients with Sickle Cell Anemia,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
2820,Tuesday,T034,"Hippocampal Volume, Cognitive Reserve and Memory Problems in Breast Cancer Survivors",Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
3060,Tuesday,T035,Alterations of brain connectivity in anemic subjects using fMRI under hypoxic and hyperoxic states,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
3081,Tuesday,T036,Brain Plasticity in Lung Cancer Patients Undergoing a Physical Activity Program: A VBM Study,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
3449,Tuesday,T037,Longitudinal analysis of manually segmented volumes in a HIV-infected and uninfected children cohort,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
4097,Tuesday,T038,Alterations in Resting-State Regional Homogeneity in Patients with Crohnâ€™s Disease in Remission,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
4296,Tuesday,T039,Detrimental Effects of Negative Messages on Social Cognitive Processing in Breast Cancer Patients,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
4450,Tuesday,T040,Interactive effects of cannabis and HIV infection on striatal-cortical functional connectivity,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
4771,Tuesday,T041,Longitudinal Evaluation of White Matter Integrity to Predict Glioblastoma Recurrence,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
5081,Tuesday,T042,Effects of Vascular Risk Factors on White and Gray Matter Perfusion in Cognitively Normal and MCI,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
5109,Tuesday,T043,Brain responses to hypoglycemia: do patients with type 1 diabetes differ from healthy controls?,Disorders of the Nervous System,"Medical illness with CNS impact (e.g. chemotherapy, diabetes, hypertension)"
1226,Tuesday,T044,Intentional inhibition in Tourette syndrome,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
1447,Tuesday,T045,Effects of Bergen 4-Day Treatment on Resting-State Graph Features in Obsessive-Compulsive Disorder,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
1646,Tuesday,T046,Mapping Cortical and Subcortical Asymmetry in OCD: Findings from the ENIGMA Consortium,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
1803,Tuesday,T047,Motor over Memory: dACC hyper-modulation in OCD is more pronounced during basic motor tasks,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
2241,Tuesday,T048,Checking and washing rituals are reflected in altered cortical thickness in OCD,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
2693,Tuesday,T049,Functional Connectivity of Putamen and Thalamus in Subclinical Obsessive-Compulsive Symptoms,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
3205,Tuesday,T050,Working memory and dysfunctional connectomics in youth with OCD,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
4459,Tuesday,T051,Static and Dynamic Functional Network Connectivity in Adolescent onset and Adult onset  OCD Patients,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
4561,Tuesday,T052,Sustained Attention Induces Dysfunctional Cortical-Thalamic Effective Connectivity in OCD,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
4643,Tuesday,T053,Aberrant Causal Reasoning in Obsessive-Compulsive Disorder (OCD),Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
4921,Tuesday,T054,Disorder-Specific Hyper-Connectivity in Pediatric OCD Relative to Pediatric Anxiety,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
5036,Tuesday,T055,Subtype relevant alterations of regional neural activity in obsessive-compulsive disorder,Disorders of the Nervous System,Obsessive-Compulsive Disorder and Tourette Syndrome
1057,Tuesday,T056,Cortical morphometry alterations in patients with functional constipation,Disorders of the Nervous System,Other Psychiatric Disorders
1171,Tuesday,T057,White matter microstructural alterations in patients with functional constipation,Disorders of the Nervous System,Other Psychiatric Disorders
1258,Tuesday,T058,An fMRI Investigation of Hot and Cool Executive Functions in Adults with ADHD,Disorders of the Nervous System,Other Psychiatric Disorders
1364,Tuesday,T059,Objective Neurobehavioral Indices Guides Novel Classification of Recent Trauma Survivors,Disorders of the Nervous System,Other Psychiatric Disorders
1378,Tuesday,T060,Regional Brain Structural Differences between ADHD Individuals with and without Treatment Response,Disorders of the Nervous System,Other Psychiatric Disorders
1723,Tuesday,T061,Dyscalculia Disease Signature Obtained Using Effective Connectivity Modeled by DBN,Disorders of the Nervous System,Other Psychiatric Disorders
1866,Tuesday,T062,A critical review of imaging-genetics studies in ADHD â€“ a heterogeneous neurodevelopmental disorder,Disorders of the Nervous System,Other Psychiatric Disorders
2113,Tuesday,T063,Neurofunctional Effects of Methylphenidate and Atomoxetine in ADHD during Sustained Attention,Disorders of the Nervous System,Other Psychiatric Disorders
2127,Tuesday,T064,Numerical Processing in Post-Traumatic Stress Disorder,Disorders of the Nervous System,Other Psychiatric Disorders
2208,Tuesday,T065,Association of Lower fractional anisotropy and higher inattention symptoms in older adults with ADHD,Disorders of the Nervous System,Other Psychiatric Disorders
2624,Tuesday,T066,Cerebellar cortical thinning in developmental prosopagnosia links with face recognition symptoms,Disorders of the Nervous System,Other Psychiatric Disorders
3043,Tuesday,T067,Baseline Functional MRI Results from the Canadian Psychiatric Risk and Outcome (PROCAN) Study,Disorders of the Nervous System,Other Psychiatric Disorders
3134,Tuesday,T068,Children with Dyscalculia Show Hippocampal Hyperactivity During Symbolic Number Perception,Disorders of the Nervous System,Other Psychiatric Disorders
3303,Tuesday,T069,Implicit markers of suicidality within borderline personality disorder: Leveraging neuronal priming.,Disorders of the Nervous System,Other Psychiatric Disorders
3384,Tuesday,T070,Early diagnostic intervention of Survey-based Deep Neural Network and Multivariate Bayesian SVM,Disorders of the Nervous System,Other Psychiatric Disorders
3491,Tuesday,T071,Children with dyscalculia show left hemisphere connectivity deficiency,Disorders of the Nervous System,Other Psychiatric Disorders
3668,Tuesday,T072,Gray matter volume in antisocial personality disorder and psychopathy: An image-based meta-analysis,Disorders of the Nervous System,Other Psychiatric Disorders
3856,Tuesday,T073,Voxel-Based Morphometry and Machine Learning Classification of Grey Matter in Conduct Disorder,Disorders of the Nervous System,Other Psychiatric Disorders
4033,Tuesday,T074,Dimensions of Psychopathology are Dissociably Linked to Brain Structure in Youth,Disorders of the Nervous System,Other Psychiatric Disorders
4183,Tuesday,T075,Exploring White Matter Functional Networks in Subtypes of ADHD Using Clustering Analysis,Disorders of the Nervous System,Other Psychiatric Disorders
4192,Tuesday,T076,Reduced structure-function coupling converge to brain hubs and correlates with chronic ADHD,Disorders of the Nervous System,Other Psychiatric Disorders
4220,Tuesday,T077,Resting State Functional Connectivity of Children with and without Dyscalculia*,Disorders of the Nervous System,Other Psychiatric Disorders
4319,Tuesday,T078,Spatiotemporal dynamics underlying successful cognitive therapy for posttraumatic stress disorder,Disorders of the Nervous System,Other Psychiatric Disorders
4889,Tuesday,T079,Brain response to negative facial expressions in conduct disorder in the multisite FemNAT-CD study,Disorders of the Nervous System,Other Psychiatric Disorders
1070,Tuesday,T080,Impact of Smoothing Weights on Voxel-Based Quantification (VBQ) analysis,Imaging Methods,Anatomical MRI 
1081,Tuesday,T081,The effect of sample size on brain template variability,Imaging Methods,Anatomical MRI 
1105,Tuesday,T082,An fMRI amygdala neurofeedback training normalize amygdala and hippocampal volumes,Imaging Methods,Anatomical MRI 
1126,Tuesday,T083,MR Contrast in Human Locus Coeruleus: A Cautionary Tale of Misleading Post Mortem MRI Results,Imaging Methods,Anatomical MRI 
1127,Tuesday,T084,Cortical thickness and volume over time in young people at high genetic risk for bipolar disorder,Imaging Methods,Anatomical MRI 
1232,Tuesday,T085,The effect of face-masking structural MR images on the reliability of brain measures,Imaging Methods,Anatomical MRI 
1235,Tuesday,T086,Volume of Motor Area Predicts Motor Impulsivity,Imaging Methods,Anatomical MRI 
1244,Tuesday,T087,Revisiting anatomical abnormalities in congenital amusia â€“ A multisite study,Imaging Methods,Anatomical MRI 
1333,Tuesday,T088,Predicting molecular composition with MRI.,Imaging Methods,Anatomical MRI 
1358,Tuesday,T089,Association of MRI-detected brain volume change with prenatal exposure to heavy metal in teenage,Imaging Methods,Anatomical MRI 
1362,Tuesday,T090,Evolution of White Matter Connectivity and Cortical Myelination in Hominoids: Wild Chimpanzee Pilot,Imaging Methods,Anatomical MRI 
1392,Tuesday,T091,Non-invasive detection of age-related molecular profiles in the human brain.,Imaging Methods,Anatomical MRI 
1516,Tuesday,T092,Screen media utilization and brain structure in children,Imaging Methods,Anatomical MRI 
1671,Tuesday,T093,Anatomical changes in the remaining occipital cortex of hemispherectomy subjects with blindsight,Imaging Methods,Anatomical MRI 
1672,Tuesday,T094,Effect of scanner version on brain morphometric measures derived from T1-weighted MRI,Imaging Methods,Anatomical MRI 
1691,Tuesday,T095,Quantifying Gray Matter Differences in Schizophrenia,Imaging Methods,Anatomical MRI 
1792,Tuesday,T096,Identifying Subjects with Cerebral Microbleeds in Big Datasets: a Pipeline for Candidate Selection,Imaging Methods,Anatomical MRI 
